Datum;Časová zóna;Typ;Detail;Částka [CZK];Název projektu;Odkaz na projekt;Typ projektu
2025-01-09 00:02:24;+01:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2025-01-08 17:21:54;+01:00;Výnos;Výnos z investice;0,17;Nový Černilov;https://b3130.preview.investown.net/property/hradec-kralove-novy-cernilov-666;crowdfunding
2025-01-06 10:08:02;+01:00;Výnos;Výnos z investice;5,11;Ateliéry Neugraf – 1. tranše (E3) ;https://b3130.preview.investown.net/property/praha-smichov-ateliery-neugraf-1.-transe-e3-453;crowdfunding
2025-01-05 19:30:50;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,50;Rezidence v Dolních Břežanech – 1. tranše (E2);https://b3130.preview.investown.net/property/dolni-brezany-rezidence-v-dolnich-brezanech-1.-transe-e2-537;crowdfunding
2025-01-05 19:30:49;+01:00;Výnos;Výnos z investice;4,50;Rezidence v Dolních Břežanech – 1. tranše (E2);https://b3130.preview.investown.net/property/dolni-brezany-rezidence-v-dolnich-brezanech-1.-transe-e2-537;crowdfunding
2025-01-05 19:04:37;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,45;Soubor nemovitostí MSTC 1: 1. etapa;https://b3130.preview.investown.net/property/bublava-soubor-nemovitosti-mstc-1:-1.-etapa-877;crowdfunding
2025-01-05 19:04:37;+01:00;Výnos;Výnos z investice;4,45;Soubor nemovitostí MSTC 1: 1. etapa;https://b3130.preview.investown.net/property/bublava-soubor-nemovitosti-mstc-1:-1.-etapa-877;crowdfunding
2025-01-04 10:14:53;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,53;Domy v Dolních Věstonicích – 1. tranše (E1) ;https://b3130.preview.investown.net/property/dolni-vestonice-domy-v-dolnich-vestonicich-1.-transe-e1-909;crowdfunding
2025-01-04 10:14:53;+01:00;Výnos;Výnos z investice;4,78;Domy v Dolních Věstonicích – 1. tranše (E1) ;https://b3130.preview.investown.net/property/dolni-vestonice-domy-v-dolnich-vestonicich-1.-transe-e1-909;crowdfunding
2025-01-04 10:09:08;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,94;Taneční studio Praha-Vršovice 1: 1. etapa;https://b3130.preview.investown.net/property/praha-vrsovice-tanecni-studio-praha-vrsovice-1:-1.-etapa-923;crowdfunding
2025-01-04 10:09:07;+01:00;Výnos;Výnos z investice;10,35;Taneční studio Praha-Vršovice 1: 1. etapa;https://b3130.preview.investown.net/property/praha-vrsovice-tanecni-studio-praha-vrsovice-1:-1.-etapa-923;crowdfunding
2025-01-02 17:09:42;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,84;Hotel Eduard 1: 1. etapa;https://b3130.preview.investown.net/property/rokytnice-hotel-eduard-1:-1.-etapa-17;crowdfunding
2025-01-02 17:09:42;+01:00;Výnos;Výnos z investice;7,58;Hotel Eduard 1: 1. etapa;https://b3130.preview.investown.net/property/rokytnice-hotel-eduard-1:-1.-etapa-17;crowdfunding
2024-12-31 12:43:45;+01:00;Výnos;Výnos z investice;1,88;Nejdecká 160/8, byt 10;https://b3130.preview.investown.net/property/karlovy-vary-rybare-nejdecka-810-206;legacy
2024-12-31 12:26:29;+01:00;Výnos;Výnos z investice;2,08;Jáchymovská 463/37-43;https://b3130.preview.investown.net/property/karlovy-vary-bohatice-jachymovska-46337-43-481;legacy
2024-12-31 12:11:09;+01:00;Výnos;Výnos z investice;0,21;Jáchymovská 463/23;https://b3130.preview.investown.net/property/karlovy-vary-jachymovska-46323-468;legacy
2024-12-30 17:36:58;+01:00;Výnos;Výnos z investice;5,71;Areál Hladov – 4. etapa;https://b3130.preview.investown.net/property/hladov-areal-hladov-4.-etapa-20;crowdfunding
2024-12-30 17:34:02;+01:00;Výnos;Výnos z investice;12,91;Areál Zákupy – 1. etapa;https://b3130.preview.investown.net/property/zakupy-areal-zakupy-1.-etapa-573;crowdfunding
2024-12-30 09:31:04;+01:00;Výnos;Výnos z investice;13,59;Bytové domy v Děčíně – 1. etapa;https://b3130.preview.investown.net/property/decin-bytove-domy-v-decine-1.-etapa-554;crowdfunding
2024-12-30 09:28:17;+01:00;Výnos;Výnos z investice;8,74;Ateliéry Neugraf – 2. tranše (E2) ;https://b3130.preview.investown.net/property/praha-smichov-ateliery-neugraf-2.-transe-e2-308;crowdfunding
2024-12-29 13:57:58;+01:00;Výnos;Výnos z investice;13,84;RD Dolní Loučky – 1. tranše (E2) ;https://b3130.preview.investown.net/property/dolni-loucky-brno-venkov-rd-dolni-loucky-1.-transe-e2-498;crowdfunding
2024-12-27 23:11:23;+01:00;Výnos;Výnos z investice;5,41;Rezidence Jateční – 1. tranše (E1);https://b3130.preview.investown.net/property/prerov-rezidence-jatecni-1.-transe-e1-401;crowdfunding
2024-12-27 16:27:02;+01:00;Autoinvestice;Autoinvestice do příležitosti;-1110,25;Skladové haly UNIMILK 1: 8. etapa;https://b3130.preview.investown.net/property/kosice-barca-skladove-haly-unimilk-1:-8.-etapa-194;crowdfunding
2024-12-27 13:16:50;+01:00;Autoinvestice;Autoinvestice do příležitosti;-2000,00;Rezidence Vráto Na Pěšině 1: 1. etapa;https://b3130.preview.investown.net/property/vrato-rezidence-vrato-na-pesine-1:-1.-etapa-552;crowdfunding
2024-12-27 11:16:14;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,85;Na Křížení cest 1: 4. etapa;https://b3130.preview.investown.net/property/vejprnice-na-krizeni-cest-1:-4.-etapa-430;crowdfunding
2024-12-27 11:16:14;+01:00;Výnos;Výnos z investice;7,54;Na Křížení cest 1: 4. etapa;https://b3130.preview.investown.net/property/vejprnice-na-krizeni-cest-1:-4.-etapa-430;crowdfunding
2024-12-27 11:13:54;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,35;Apartmány Klecanda 2: 2. etapa;https://b3130.preview.investown.net/property/strazne-apartmany-klecanda-2:-2.-etapa-436;crowdfunding
2024-12-27 11:13:54;+01:00;Výnos;Výnos z investice;3,33;Apartmány Klecanda 2: 2. etapa;https://b3130.preview.investown.net/property/strazne-apartmany-klecanda-2:-2.-etapa-436;crowdfunding
2024-12-27 11:13:39;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,47;Apartmány Ladná 1: 4. etapa;https://b3130.preview.investown.net/property/ladna-apartmany-ladna-1:-4.-etapa-976;crowdfunding
2024-12-27 11:13:39;+01:00;Výnos;Výnos z investice;4,58;Apartmány Ladná 1: 4. etapa;https://b3130.preview.investown.net/property/ladna-apartmany-ladna-1:-4.-etapa-976;crowdfunding
2024-12-27 11:12:15;+01:00;Výnos;Výnos z investice;43,74;Residence Lípové sady 2. etapa;https://b3130.preview.investown.net/property/rousinov-residence-lipove-sady-2.etapa-777;crowdfunding
2024-12-27 11:11:29;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,97;Rodinný dům Trutnov 1: 1. etapa;https://b3130.preview.investown.net/property/trutnov-rodinny-dum-trutnov-1:-1.-etapa-569;crowdfunding
2024-12-27 11:11:29;+01:00;Výnos;Výnos z investice;9,18;Rodinný dům Trutnov 1: 1. etapa;https://b3130.preview.investown.net/property/trutnov-rodinny-dum-trutnov-1:-1.-etapa-569;crowdfunding
2024-12-27 11:09:36;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,84;Na Křížení cest 1: 1. etapa;https://b3130.preview.investown.net/property/vejprnice-na-krizeni-cest-1:-1.-etapa-536;crowdfunding
2024-12-27 11:09:35;+01:00;Výnos;Výnos z investice;7,44;Na Křížení cest 1: 1. etapa;https://b3130.preview.investown.net/property/vejprnice-na-krizeni-cest-1:-1.-etapa-536;crowdfunding
2024-12-27 10:56:16;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,42;Bytový dům Praha-Hlaváčkova 1: 1. etapa;https://b3130.preview.investown.net/property/praha-bytovy-dum-praha-hlavackova-1:-1.-etapa-136;crowdfunding
2024-12-27 10:56:16;+01:00;Výnos;Výnos z investice;3,62;Bytový dům Praha-Hlaváčkova 1: 1. etapa;https://b3130.preview.investown.net/property/praha-bytovy-dum-praha-hlavackova-1:-1.-etapa-136;crowdfunding
2024-12-26 10:51:27;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,42;Rotunda Bratislava 1: 2. etapa;https://b3130.preview.investown.net/property/bratislava-rotunda-bratislava-1:-2.-etapa-227;crowdfunding
2024-12-26 10:51:27;+01:00;Výnos;Výnos z investice;4,04;Rotunda Bratislava 1: 2. etapa;https://b3130.preview.investown.net/property/bratislava-rotunda-bratislava-1:-2.-etapa-227;crowdfunding
2024-12-26 10:50:29;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,83;Mělnické stráně 1: 2. etapa;https://b3130.preview.investown.net/property/melnik-melnicke-strane-1:-2.-etapa-990;crowdfunding
2024-12-26 10:50:29;+01:00;Výnos;Výnos z investice;7,49;Mělnické stráně 1: 2. etapa;https://b3130.preview.investown.net/property/melnik-melnicke-strane-1:-2.-etapa-990;crowdfunding
2024-12-26 10:50:24;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,44;Rotunda Bratislava 1: 5. etapa;https://b3130.preview.investown.net/property/bratislava-rotunda-bratislava-1:-5.-etapa-224;crowdfunding
2024-12-26 10:50:23;+01:00;Výnos;Výnos z investice;4,24;Rotunda Bratislava 1: 5. etapa;https://b3130.preview.investown.net/property/bratislava-rotunda-bratislava-1:-5.-etapa-224;crowdfunding
2024-12-26 10:48:52;+01:00;Výnos;Výnos z investice;5,09;Rezidenční bydlení Libochovice – 4. tranše ;https://b3130.preview.investown.net/property/libochovice-rezidencni-bydleni-libochovice-4.-transe-645;crowdfunding
2024-12-26 10:48:21;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,42;Rodinný dům Praha-Střížkovská 1: 2. etapa;https://b3130.preview.investown.net/property/praha-rodinny-dum-praha-strizkovska-1:-2.-etapa-121;crowdfunding
2024-12-26 10:48:21;+01:00;Výnos;Výnos z investice;3,95;Rodinný dům Praha-Střížkovská 1: 2. etapa;https://b3130.preview.investown.net/property/praha-rodinny-dum-praha-strizkovska-1:-2.-etapa-121;crowdfunding
2024-12-26 10:17:16;+01:00;Investice;Investice do příležitosti;-563,63;Sklad Frenštát pod Radhoštěm 1: 1. etapa;https://b3130.preview.investown.net/property/frenstat-pod-radhostem-sklad-frenstat-pod-radhostem-1:-1.-etapa-110;crowdfunding
2024-12-25 13:55:44;+01:00;Investice;Investice do příležitosti;-0,06;Sklad Frenštát pod Radhoštěm 1: 1. etapa;https://b3130.preview.investown.net/property/frenstat-pod-radhostem-sklad-frenstat-pod-radhostem-1:-1.-etapa-110;crowdfunding
2024-12-24 13:51:51;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,45;Pozemky Olomouc – Nový Svět 1: 7. etapa;https://b3130.preview.investown.net/property/olomouc-pozemky-olomouc-novy-svet-1:-7.-etapa-80;crowdfunding
2024-12-24 13:51:50;+01:00;Výnos;Výnos z investice;4,26;Pozemky Olomouc – Nový Svět 1: 7. etapa;https://b3130.preview.investown.net/property/olomouc-pozemky-olomouc-novy-svet-1:-7.-etapa-80;crowdfunding
2024-12-23 18:06:27;+01:00;Investice;Investice do příležitosti;-205,69;Skladové areály Vimperk 1: 3. etapa;https://b3130.preview.investown.net/property/vimperk-skladove-arealy-vimperk-1:-3.-etapa-90;crowdfunding
2024-12-23 15:21:57;+01:00;Investice;Investice do příležitosti;-3000,00;Sklad Frenštát pod Radhoštěm 1: 1. etapa;https://b3130.preview.investown.net/property/frenstat-pod-radhostem-sklad-frenstat-pod-radhostem-1:-1.-etapa-110;crowdfunding
2024-12-23 14:11:54;+01:00;Autoinvestice;Autoinvestice do příležitosti;-1500,00;Domy v přírodě – 6. tranše (E1);https://b3130.preview.investown.net/property/krizkovy-ujezdec-domy-v-prirode-6.-transe-e1-433;crowdfunding
2024-12-23 13:31:51;+01:00;Autoinvestice;Autoinvestice do příležitosti;-2000,00;Rodinné domy Zvěřínek – 4. tranše;https://b3130.preview.investown.net/property/zverinek-rodinne-domy-zverinek-4.-transe-261;crowdfunding
2024-12-23 09:08:44;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,83;Rezidence Lesík – 3. etapa;https://b3130.preview.investown.net/property/kladno-rezidence-lesik-3.-etapa-389;crowdfunding
2024-12-23 09:08:43;+01:00;Výnos;Výnos z investice;7,49;Rezidence Lesík – 3. etapa;https://b3130.preview.investown.net/property/kladno-rezidence-lesik-3.-etapa-389;crowdfunding
2024-12-23 09:06:09;+01:00;Výnos;Výnos z investice;16,05;Rezidence Hlaváčkova – 1. tranše (E2);https://b3130.preview.investown.net/property/praha-rezidence-hlavackova-1.-transe-e2-725;crowdfunding
2024-12-23 09:05:29;+01:00;Výnos;Výnos z investice;29,16;Dvojdům TWIX – 1. tranše (E1);https://b3130.preview.investown.net/property/ujezd-u-pruhonic-praha-ujezd-dvojdum-twix-1.-transe-e1-482;crowdfunding
2024-12-23 09:02:38;+01:00;Výnos;Výnos z investice;4,16;Dvojdům TWIX – 1. tranše (E2);https://b3130.preview.investown.net/property/ujezd-u-pruhonic-praha-ujezd-dvojdum-twix-1.-transe-e2-981;crowdfunding
2024-12-22 12:41:25;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,26;Soubor nemovitostí 7000: 10. etapa;https://b3130.preview.investown.net/property/praha-soubor-nemovitosti-7000:-10.-etapa-24;crowdfunding
2024-12-22 12:41:25;+01:00;Výnos;Výnos z investice;2,41;Soubor nemovitostí 7000: 10. etapa;https://b3130.preview.investown.net/property/praha-soubor-nemovitosti-7000:-10.-etapa-24;crowdfunding
2024-12-21 14:53:37;+01:00;Výnos;Výnos z investice;4,16;Domy v přírodě – 2. tranše (E1);https://b3130.preview.investown.net/property/krizkovy-ujezdec-domy-v-prirode-2.-transe-e1-1;crowdfunding
2024-12-20 15:29:42;+01:00;Autoinvestice;Autoinvestice do příležitosti;-1306,55;Skladové haly UNIMILK 1: 7. etapa;https://b3130.preview.investown.net/property/kosice-barca-skladove-haly-unimilk-1:-7.-etapa-215;crowdfunding
2024-12-20 15:29:32;+01:00;Autoinvestice;Autoinvestice do příležitosti;-1000,00;Green Resort Kunětická hora 1: 12. etapa;https://b3130.preview.investown.net/property/dritec-green-resort-kuneticka-hora-1:-12.-etapa-386;crowdfunding
2024-12-20 15:29:21;+01:00;Autoinvestice;Autoinvestice do příležitosti;-2000,00;Martincův mlýn 2: 2. etapa;https://b3130.preview.investown.net/property/zlin-martincuv-mlyn-2:-2.-etapa-115;crowdfunding
2024-12-20 15:29:11;+01:00;Autoinvestice;Autoinvestice do příležitosti;-1290,14;Nebytový prostor Nebušice 1: 1. etapa;https://b3130.preview.investown.net/property/praha-nebusice-nebytovy-prostor-nebusice-1:-1.-etapa-644;crowdfunding
2024-12-20 15:29:01;+01:00;Autoinvestice;Autoinvestice do příležitosti;-1485,95;Soubor nemovitostí 7000: 17. etapa;https://b3130.preview.investown.net/property/praha-soubor-nemovitosti-7000:-17.-etapa-938;crowdfunding
2024-12-20 15:28:51;+01:00;Autoinvestice;Autoinvestice do příležitosti;-2000,00;Skladové areály Vimperk 1: 3. etapa;https://b3130.preview.investown.net/property/vimperk-skladove-arealy-vimperk-1:-3.-etapa-90;crowdfunding
2024-12-20 15:28:50;+01:00;Autoinvestice;Autoinvestice do příležitosti;-838,98;Nový cukrovar 3: 5. etapa;https://b3130.preview.investown.net/property/kolin-cerhenice-novy-cukrovar-3:-5.-etapa-326;crowdfunding
2024-12-20 15:24:35;+01:00;Splacení jistiny;Úspěšný konec investice;20121,77;Jesenice City 4;https://b3130.preview.investown.net/property/jesenice-jesenice-city-4-432;crowdfunding
2024-12-20 15:20:44;+01:00;Autoinvestice;Autoinvestice do příležitosti;-709,86;Nebytový prostor Nebušice 1: 1. etapa;https://b3130.preview.investown.net/property/praha-nebusice-nebytovy-prostor-nebusice-1:-1.-etapa-644;crowdfunding
2024-12-20 15:14:33;+01:00;Smluvní pokuta;Úroky z prodlení partnera;243,92;Jesenice City 4;https://b3130.preview.investown.net/property/jesenice-jesenice-city-4-432;crowdfunding
2024-12-20 14:48:39;+01:00;Zákonné úroky z prodlení;Zákonné úroky z prodlení partnera;44,27;Jesenice City 4;https://b3130.preview.investown.net/property/jesenice-jesenice-city-4-432;crowdfunding
2024-12-20 08:26:14;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,62;Rezidence Výhledy Praha-Podolí 1: 1. etapa;https://b3130.preview.investown.net/property/praha-podoli-rezidence-vyhledy-praha-podoli-1:-1.-etapa-276;crowdfunding
2024-12-20 08:26:14;+01:00;Výnos;Výnos z investice;5,54;Rezidence Výhledy Praha-Podolí 1: 1. etapa;https://b3130.preview.investown.net/property/praha-podoli-rezidence-vyhledy-praha-podoli-1:-1.-etapa-276;crowdfunding
2024-12-20 08:20:48;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,83;Apartmány Klecanda 1: 3. etapa;https://b3130.preview.investown.net/property/strazne-apartmany-klecanda-1:-3.-etapa-424;crowdfunding
2024-12-20 08:20:48;+01:00;Výnos;Výnos z investice;7,49;Apartmány Klecanda 1: 3. etapa;https://b3130.preview.investown.net/property/strazne-apartmany-klecanda-1:-3.-etapa-424;crowdfunding
2024-12-19 19:31:31;+01:00;Výnos;Výnos z investice;17,39;Pivovar v Lovosicích – 1. etapa;https://b3130.preview.investown.net/property/lovosice-pivovar-v-lovosicich-1.-etapa-746;crowdfunding
2024-12-19 19:30:52;+01:00;Výnos;Výnos z investice;15,00;Rodinné domy Vítějeves – 1. tranše (E1);https://b3130.preview.investown.net/property/vitejeves-rodinne-domy-vitejeves-1.-transe-e1-576;crowdfunding
2024-12-19 19:28:09;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,25;Nový cukrovar 3: 2. etapa;https://b3130.preview.investown.net/property/kolin-cerhenice-novy-cukrovar-3:-2.-etapa-596;crowdfunding
2024-12-19 19:28:09;+01:00;Výnos;Výnos z investice;2,49;Nový cukrovar 3: 2. etapa;https://b3130.preview.investown.net/property/kolin-cerhenice-novy-cukrovar-3:-2.-etapa-596;crowdfunding
2024-12-19 16:16:10;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,23;Nový cukrovar 3: 3. etapa;https://b3130.preview.investown.net/property/kolin-cerhenice-novy-cukrovar-3:-3.-etapa-434;crowdfunding
2024-12-19 16:16:09;+01:00;Výnos;Výnos z investice;2,24;Nový cukrovar 3: 3. etapa;https://b3130.preview.investown.net/property/kolin-cerhenice-novy-cukrovar-3:-3.-etapa-434;crowdfunding
2024-12-18 08:52:20;+01:00;Výnos;Výnos z investice;41,66;Rodinné domy Škvorec – 1. etapa;https://b3130.preview.investown.net/property/skvorec-praha-vychod-rodinne-domy-skvorec-1.-etapa-655;crowdfunding
2024-12-17 07:59:04;+01:00;Výnos;Výnos z investice;43,74;Dům v Lomu – 2. etapa;https://b3130.preview.investown.net/property/lom-lom-u-mostu-dum-v-lomu-2.-etapa-368;crowdfunding
2024-12-16 19:42:09;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,50;Bytový dům Brno-Veveří 1: 1. etapa;https://b3130.preview.investown.net/property/brno-bytovy-dum-brno-veveri-1:-1.-etapa-87;crowdfunding
2024-12-16 19:42:09;+01:00;Výnos;Výnos z investice;4,70;Bytový dům Brno-Veveří 1: 1. etapa;https://b3130.preview.investown.net/property/brno-bytovy-dum-brno-veveri-1:-1.-etapa-87;crowdfunding
2024-12-16 19:38:18;+01:00;Výnos;Výnos z investice;8,01;RD v Dolních Břežanech – 1. etapa;https://b3130.preview.investown.net/property/dolni-brezany-praha-zapad-rd-v-dolnich-brezanech-1.-etapa-309;crowdfunding
2024-12-16 19:17:39;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,48;Terasy Březová alej – 1. tranše (E2) ;https://b3130.preview.investown.net/property/liberec-terasy-brezova-alej-1.-transe-e2-253;crowdfunding
2024-12-16 19:17:39;+01:00;Výnos;Výnos z investice;4,53;Terasy Březová alej – 1. tranše (E2) ;https://b3130.preview.investown.net/property/liberec-terasy-brezova-alej-1.-transe-e2-253;crowdfunding
2024-12-15 17:58:12;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,70;Bytový dům Brno-Husovice – 10. etapa ;https://b3130.preview.investown.net/property/brno-bytovy-dum-brno-husovice-10.-etapa-749;crowdfunding
2024-12-15 17:58:11;+01:00;Výnos;Výnos z investice;6,60;Bytový dům Brno-Husovice – 10. etapa ;https://b3130.preview.investown.net/property/brno-bytovy-dum-brno-husovice-10.-etapa-749;crowdfunding
2024-12-15 16:16:36;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,14;Green Resort Kunětická hora 1: 6. etapa;https://b3130.preview.investown.net/property/dritec-green-resort-kuneticka-hora-1:-6.-etapa-614;crowdfunding
2024-12-15 16:16:35;+01:00;Výnos;Výnos z investice;1,24;Green Resort Kunětická hora 1: 6. etapa;https://b3130.preview.investown.net/property/dritec-green-resort-kuneticka-hora-1:-6.-etapa-614;crowdfunding
2024-12-13 15:31:27;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,42;Bytový dům Zádušní 1: 1. etapa;https://b3130.preview.investown.net/property/kladno-bytovy-dum-zadusni-1:-1.-etapa-905;crowdfunding
2024-12-13 15:31:26;+01:00;Výnos;Výnos z investice;3,91;Bytový dům Zádušní 1: 1. etapa;https://b3130.preview.investown.net/property/kladno-bytovy-dum-zadusni-1:-1.-etapa-905;crowdfunding
2024-12-13 15:28:57;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,83;Bytový dům Zádušní 1: 4. etapa;https://b3130.preview.investown.net/property/kladno-bytovy-dum-zadusni-1:-4.-etapa-139;crowdfunding
2024-12-13 15:28:56;+01:00;Výnos;Výnos z investice;7,83;Bytový dům Zádušní 1: 4. etapa;https://b3130.preview.investown.net/property/kladno-bytovy-dum-zadusni-1:-4.-etapa-139;crowdfunding
2024-12-13 11:50:16;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,43;Bytový dům Praha-Holubova 1: 1. etapa;https://b3130.preview.investown.net/property/praha-bytovy-dum-praha-holubova-1:-1.-etapa-100;crowdfunding
2024-12-13 11:50:16;+01:00;Výnos;Výnos z investice;4,09;Bytový dům Praha-Holubova 1: 1. etapa;https://b3130.preview.investown.net/property/praha-bytovy-dum-praha-holubova-1:-1.-etapa-100;crowdfunding
2024-12-13 11:49:52;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;1,07;Rodinný dům v Divišově – 1. etapa;https://b3130.preview.investown.net/property/divisov-rodinny-dum-v-divisove-1.-etapa-328;crowdfunding
2024-12-13 11:49:52;+01:00;Výnos;Výnos z investice;10,18;Rodinný dům v Divišově – 1. etapa;https://b3130.preview.investown.net/property/divisov-rodinny-dum-v-divisove-1.-etapa-328;crowdfunding
2024-12-13 11:42:07;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;1,36;Lux Apartments 2: 11. etapa;https://b3130.preview.investown.net/property/senica-lux-apartments-2:-11.-etapa-666;crowdfunding
2024-12-13 11:42:07;+01:00;Výnos;Výnos z investice;13,59;Lux Apartments 2: 11. etapa;https://b3130.preview.investown.net/property/senica-lux-apartments-2:-11.-etapa-666;crowdfunding
2024-12-12 20:34:23;+01:00;Výnos;Výnos z investice;16,49;Residence Lípové sady 2. v pořadí – 2. tranše (E1);https://b3130.preview.investown.net/property/rousinov-residence-lipove-sady-2.-v-poradi-2.-transe-e1-914;crowdfunding
2024-12-11 14:06:18;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,42;Dům Jílové u Prahy 1: 1. etapa;https://b3130.preview.investown.net/property/jilove-u-prahy-dum-jilove-u-prahy-1:-1.-etapa-516;crowdfunding
2024-12-11 14:06:18;+01:00;Výnos;Výnos z investice;3,95;Dům Jílové u Prahy 1: 1. etapa;https://b3130.preview.investown.net/property/jilove-u-prahy-dum-jilove-u-prahy-1:-1.-etapa-516;crowdfunding
2024-12-11 14:04:33;+01:00;Výnos;Výnos z investice;17,49;Meta Development II - 8. etapa ;https://b3130.preview.investown.net/property/kladno-krocehlavy-meta-development-ii-8.-etapa-755;crowdfunding
2024-12-11 14:03:46;+01:00;Výnos;Výnos z investice;8,74;Meta Development II - 4. etapa ;https://b3130.preview.investown.net/property/kladno-krocehlavy-meta-development-ii-4.-etapa-79;crowdfunding
2024-12-11 14:01:15;+01:00;Výnos;Výnos z investice;7,12;Rodinné domy Červený dub – 1. etapa;https://b3130.preview.investown.net/property/praha-kostelec-nad-cernymi-lesy-rodinne-domy-cerveny-dub-1.-etapa-237;crowdfunding
2024-12-11 12:34:21;+01:00;Výnos;Výnos z investice;4,60;Rodinné domy Červený dub – 3. etapa;https://b3130.preview.investown.net/property/praha-kostelec-nad-cernymi-lesy-rodinne-domy-cerveny-dub-3.-etapa-721;crowdfunding
2024-12-11 10:16:51;+01:00;Výnos;Výnos z investice;8,73;Bytový dům v Rakovníku – 1. etapa;https://b3130.preview.investown.net/property/rakovnik-bytovy-dum-v-rakovniku-1.-etapa-908;crowdfunding
2024-12-11 09:16:19;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,23;Rezidence Soběhrdy 1: 3. etapa;https://b3130.preview.investown.net/property/sobehrdy-rezidence-sobehrdy-1:-3.-etapa-459;crowdfunding
2024-12-11 09:16:19;+01:00;Výnos;Výnos z investice;2,19;Rezidence Soběhrdy 1: 3. etapa;https://b3130.preview.investown.net/property/sobehrdy-rezidence-sobehrdy-1:-3.-etapa-459;crowdfunding
2024-12-10 15:33:16;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,44;Dům u sv. Václava – 1. tranše (E1) ;https://b3130.preview.investown.net/property/psary-dum-u-sv.-vaclava-1.-transe-e1-427;crowdfunding
2024-12-10 15:33:15;+01:00;Výnos;Výnos z investice;3,91;Dům u sv. Václava – 1. tranše (E1) ;https://b3130.preview.investown.net/property/psary-dum-u-sv.-vaclava-1.-transe-e1-427;crowdfunding
2024-12-10 15:31:45;+01:00;Výnos;Výnos z investice;4,37;Zámek Bezno – 2. etapa;https://b3130.preview.investown.net/property/bezno-zamek-bezno-2.-etapa-270;crowdfunding
2024-12-10 15:31:37;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,49;Bytový dům Kutná Hora 1: 1. etapa;https://b3130.preview.investown.net/property/kutna-hora-bytovy-dum-kutna-hora-1:-1.-etapa-633;crowdfunding
2024-12-10 15:31:37;+01:00;Výnos;Výnos z investice;4,60;Bytový dům Kutná Hora 1: 1. etapa;https://b3130.preview.investown.net/property/kutna-hora-bytovy-dum-kutna-hora-1:-1.-etapa-633;crowdfunding
2024-12-09 18:55:17;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,71;Four Elements – 2. tranše (E1);https://b3130.preview.investown.net/property/antoninov-four-elements-2.-transe-e1-579;crowdfunding
2024-12-09 18:55:16;+01:00;Výnos;Výnos z investice;6,37;Four Elements – 2. tranše (E1);https://b3130.preview.investown.net/property/antoninov-four-elements-2.-transe-e1-579;crowdfunding
2024-12-09 12:06:40;+01:00;Výnos;Výnos z investice;4,21;Rezidenční bydlení Libochovice – 2. tranše (E1);https://b3130.preview.investown.net/property/libochovice-rezidencni-bydleni-libochovice-2.-transe-e1-677;crowdfunding
2024-12-09 12:04:56;+01:00;Bonusový výnos;Bonusový výnos podle úrovně;0,83;Halové prostory Kolín 1: 2. etapa;https://b3130.preview.investown.net/property/kolin-halove-prostory-kolin-1:-2.-etapa-844;crowdfunding
